CAR_MODAL,BRAND,CAR_NAME,CAR_VARIANT,OWNER_TYPE,KM_DRIVEN,FUEL_TYPE,MONTHLY_EMI,CAR_PRICE,LOCATION
2020,KIA,SONET,SONET HTK PLUS 1.0 IMT ,MANUAL,2951,PETROL,"15,874",834000,New Delhi
2019,Hyundai,GRAND,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT ,MANUAL,19784,PETROL,"11,085",567000,New Delhi
2021,Maruti,Swift,Swift LXI ,MANUAL,24003,PETROL,"10,674",546000,New Delhi
2022,Toyota,URBAN,URBAN CRUISER MID GRADE MT ,MANUAL,28970,PETROL,"16,883",886999,New Delhi
2022,Tata,NEXON,NEXON XZ PETROL ,MANUAL,16781,PETROL,"16,902",888000,New Delhi
2020,Hyundai,Creta,Creta SX (O) 1.4 TURBO DCT ,AUTOMATIC,57541,PETROL,"27,961",1469000,New Delhi
2018,Ford,Ecosport,Ecosport TITANIUM 1.5L SIGNATURE EDITION (SUNROOF) PETROL ,MANUAL,77405,PETROL,"13,157",673000,New Delhi
2017,Hyundai,Eon,Eon ERA + ,MANUAL,60656,PETROL,"4,790",245000,New Delhi
2023,Maruti,Alto,Alto K10 VXI ,MANUAL,21607,PETROL,"9,619",492000,New Delhi
2019,Maruti,Eeco,Eeco 5 STR WITH A/C+HTR ,MANUAL,43731,PETROL,"8,211",420000,New Delhi
2019,Ford,Ecosport,Ecosport TITANIUM 1.5L DIESEL ,MANUAL,49417,DIESEL,"15,304",688000,New Delhi
2011,Toyota,Etios,Etios V ,MANUAL,83914,PETROL,"11,203",238000,New Delhi
2021,Maruti,New,New Wagon-R LXI CNG 1.0 ,MANUAL,44215,CNG,"11,339",580000,New Delhi
2021,Maruti,Ertiga,Ertiga ZXI+ SHVS ,MANUAL,17163,PETROL,"19,643",1032000,New Delhi
2022,Mahindra,Thar,Thar LX P 4WD AT CONVERTIBLE ,AUTOMATIC,29045,PETROL,"27,428",1441000,New Delhi
2021,Maruti,Alto,Alto VXI ,MANUAL,9171,PETROL,"7,429",380000,New Delhi
2020,Hyundai,Creta,Creta SX 1.5 PETROL ,MANUAL,61464,PETROL,"23,222",1220000,New Delhi
2020,Mahindra,KUV,KUV 100 NXT K2+ P 6 STR ,MANUAL,19376,PETROL,"10,029",513000,New Delhi
2015,Hyundai,Grand,Grand i10 SPORTZ 1.2 KAPPA VTVT ,MANUAL,19643,PETROL,"7,801",399000,New Delhi
2021,KIA,SELTOS,SELTOS HTK PLUS 1.5 ,MANUAL,30964,PETROL,"18,691",982000,New Delhi
2018,Honda,Jazz,Jazz 1.2L I-VTEC V ,MANUAL,12425,PETROL,"11,183",572000,New Delhi
2019,Hyundai,Verna,Verna 1.6 VTVT SX ,MANUAL,34032,PETROL,"15,893",835000,New Delhi
2022,Nissan,MAGNITE,MAGNITE XV PREMIUM ,MANUAL,11851,PETROL,"14,350",734000,New Delhi
2018,Maruti,Celerio,Celerio VXI ,MANUAL,48066,PETROL,"7,312",374000,New Delhi
2019,Toyota,Glanza,Glanza V ,MANUAL,14642,PETROL,"12,590",644000,New Delhi
2022,Hyundai,GRAND,GRAND I10 NIOS SPORTZ U2 AMT 1.2 CRDI ,AUTOMATIC,38529,DIESEL,"15,171",776000,New Delhi
2018,Honda,WR-V,WR-V 1.2L I-VTEC VX MT ,MANUAL,9363,PETROL,"13,196",675000,New Delhi
2017,Ford,Ecosport,Ecosport AMBIENTE 1.5L PETROL ,MANUAL,55162,PETROL,"9,032",462000,New Delhi
2021,Nissan,MAGNITE,MAGNITE XE ,MANUAL,30455,PETROL,"10,420",533000,New Delhi
2012,Volkswagen,Polo,Polo TRENDLINE 1.2L PETROL ,MANUAL,61297,PETROL,"6,111",184000,New Delhi
2016,Hyundai,Creta,Creta SX PLUS 1.6 PETROL ,MANUAL,91001,PETROL,"12,629",646000,New Delhi
2018,Hyundai,Creta,Creta SX 1.6 PETROL ,MANUAL,30720,PETROL,"18,710",983000,New Delhi
2011,Volkswagen,Polo,Polo COMFORTLINE 1.2L PETROL ,MANUAL,76491,PETROL,"9,838",209000,New Delhi
2015,Maruti,Ciaz,Ciaz ZXI ,MANUAL,48211,PETROL,"10,092",516000,New Delhi
2022,Maruti,Celerio,Celerio VXI CNG ,MANUAL,39884,CNG,"10,889",557000,New Delhi
2018,Ford,Ecosport,Ecosport TREND + 1.5L PETROL AT ,AUTOMATIC,75985,PETROL,"12,923",661000,New Delhi
2011,Hyundai,i20,i20 SPORTZ 1.2 ,MANUAL,82650,PETROL,"10,121",215000,New Delhi
2020,Ford,Ecosport,Ecosport TITANIUM 1.5L DIESEL ,MANUAL,62541,DIESEL,"15,722",826000,New Delhi
2022,Tata,Tiago,Tiago XM CNG ,MANUAL,8031,CNG,"12,082",618000,New Delhi
2019,Maruti,Ciaz,Ciaz DELTA DIESEL 1.5 ,MANUAL,61329,DIESEL,"15,616",702000,New Delhi
2015,Honda,Brio,Brio S MT ,MANUAL,52975,PETROL,"6,002",307000,New Delhi
2019,Hyundai,Elite,Elite i20 SPORTZ PLUS 1.2 ,MANUAL,60403,PETROL,"11,105",568000,New Delhi
2019,Maruti,Swift,Swift LXI ,MANUAL,35815,PETROL,"9,853",504000,New Delhi
2021,Nissan,MAGNITE,MAGNITE XL ,MANUAL,15141,PETROL,"11,496",588000,New Delhi
2019,Ford,FREESTYLE,FREESTYLE TITANIUM 1.2 PETROL ,MANUAL,35429,PETROL,"9,560",488999,New Delhi
2015,Hyundai,Elite,Elite i20 MAGNA 1.2 ,MANUAL,39317,PETROL,"8,577",438999,New Delhi
2019,Maruti,Eeco,Eeco 5 STR WITH A/C+HTR CNG ,MANUAL,62412,CNG,"9,149",468000,New Delhi
2017,Hyundai,Creta,Creta SX PLUS AT 1.6 PETROL ,AUTOMATIC,98493,PETROL,"18,520",973000,Bangalore
2018,Renault,Kwid,Kwid 1.0 MARVEL IRON MAN EDITION AMT ,AUTOMATIC,19178,PETROL,"7,957",407000,Bangalore
2017,Nissan,Micra,Micra XV CVT ,AUTOMATIC,35474,PETROL,"10,323",528000,Bangalore
2017,Hyundai,Eon,Eon ERA PLUS (O) ,MANUAL,33963,PETROL,"7,449",381000,Bangalore
2012,Maruti,Swift,Swift VXI ,MANUAL,64557,PETROL,"15,378",463000,Bangalore
2019,Hyundai,Creta,Creta SX 1.6 DIESEL ,MANUAL,43987,DIESEL,"21,927",1152000,Bangalore
2023,Renault,Kwid,Kwid CLIMBER AMT 1.0 ,AUTOMATIC,3996,PETROL,"12,336",631000,Bangalore
2017,Maruti,IGNIS,IGNIS ZETA 1.2 ,MANUAL,47285,PETROL,"9,110",466000,Bangalore
2017,Maruti,IGNIS,IGNIS ZETA 1.2 AMT ,AUTOMATIC,22456,PETROL,"11,965",612000,Bangalore
2019,Hyundai,NEW,NEW SANTRO MAGNA ,MANUAL,33609,PETROL,"8,583",438999,Bangalore
2015,Honda,Jazz,Jazz 1.2L I-VTEC SV ,MANUAL,99867,PETROL,"8,289",424000,Bangalore
2016,Maruti,Alto,Alto K10 VXI ,MANUAL,65484,PETROL,"6,217",318000,Bangalore
2016,Maruti,Vitara,Vitara Brezza ZDI PLUS ,MANUAL,60503,DIESEL,"15,542",795000,Bangalore
2016,Maruti,Celerio,Celerio VXI ,MANUAL,29309,PETROL,"8,348",426999,Bangalore
2014,Maruti,Alto,Alto K10 VXI ,MANUAL,49599,PETROL,"6,673",300000,Bangalore
2021,Hyundai,NEW,NEW I20 ASTA 1.0 TURBO IMT DUAL TONE ,MANUAL,26797,PETROL,"19,434",1021000,Bangalore
2015,Maruti,Celerio,Celerio VXI ,MANUAL,46241,PETROL,"7,370",377000,Bangalore
2021,Renault,Kwid,Kwid RXT 1.0 AMT (O) ,AUTOMATIC,14078,PETROL,"10,068",515000,Bangalore
2022,Toyota,Innova,Innova Crysta 2.4 ZX 7 STR ,MANUAL,3597,DIESEL,"51,430",2702000,Bangalore
2016,Maruti,Ertiga,Ertiga ZDI + SHVS ,MANUAL,81649,DIESEL,"15,171",776000,Bangalore
2022,Maruti,Grand,Grand Vitara ALPHA SMART HYBRID ALLGRIP ,MANUAL,14358,PETROL,"31,387",1648999,Bangalore
2023,Tata,PUNCH,PUNCH CREATIVE IRA AMT 1.2 RTN DUAL TONE ,AUTOMATIC,7511,PETROL,"18,349",964000,Bangalore
2010,Hyundai,i20,i20 MAGNA (O) 1.2 ,MANUAL,62189,PETROL,"24,433",275000,Bangalore
2022,KIA,CARENS,CARENS PREMIUM 1.4 PETROL 7 STR ,MANUAL,41209,PETROL,"20,861",1096000,Bangalore
2013,Maruti,Swift,Swift VDI ,MANUAL,96413,DIESEL,"14,747",444000,Bangalore
2019,Hyundai,Creta,Creta SX AT 1.6 PETROL ,AUTOMATIC,43448,PETROL,"21,470",1128000,Bangalore
2016,Hyundai,Creta,Creta SX PLUS AT 1.6 PETROL ,AUTOMATIC,97183,PETROL,"16,617",873000,Bangalore
2023,Toyota,Glanza,Glanza V AMT ,AUTOMATIC,7757,PETROL,"20,405",1072000,Bangalore
2018,Renault,Duster,Duster 85 PS RXS MT DIESEL ,MANUAL,29137,DIESEL,"17,245",906000,Bangalore
2012,Hyundai,i20,i20 SPORTZ 1.2 ,MANUAL,99928,PETROL,"13,472",405999,Bangalore
2020,Tata,NEXON,NEXON XZA PLUS (O) PETROL ,AUTOMATIC,38575,PETROL,"19,757",1038000,Bangalore
2022,Maruti,Baleno,Baleno DELTA 1.2 AGS ,AUTOMATIC,43431,PETROL,"14,741",754000,Bangalore
2016,Hyundai,i20,i20 Active 1.4 SX ,MANUAL,82644,DIESEL,"11,711",599000,Bangalore
2021,Hyundai,Verna,Verna SX (O) 1.5 VTVT IVT ,AUTOMATIC,26940,PETROL,"25,353",1332000,Bangalore
2018,Hyundai,Creta,Creta SX PLUS AT 1.6 PETROL ,AUTOMATIC,66956,PETROL,"17,930",942000,Bangalore
2021,Renault,Kwid,Kwid CLIMBER 1.0 (O) ,MANUAL,15159,PETROL,"9,341",478000,Bangalore
2021,Renault,TRIBER,TRIBER RXL MT ,MANUAL,14852,PETROL,"12,317",630000,Bangalore
2019,KIA,SELTOS,SELTOS GTX AT 1.4 PETROL ,AUTOMATIC,41535,PETROL,"22,346",1174000,Bangalore
2017,Hyundai,Verna,Verna 1.6 EX CRDI ,MANUAL,50331,DIESEL,"15,386",787000,Bangalore
2015,Honda,City,City 1.5L I-VTEC VX ,MANUAL,60317,PETROL,"11,847",606000,Bangalore
2021,Renault,Kwid,Kwid CLIMBER 1.0 AMT (O) ,AUTOMATIC,29584,PETROL,"10,870",556000,Bangalore
2018,Honda,BR-V,BR-V 1.5L I-VTEC V ,MANUAL,37010,PETROL,"15,265",802000,Bangalore
2020,Maruti,Ciaz,Ciaz ALPHA AT 1.5 SHVS PETROL ,AUTOMATIC,70110,PETROL,"16,350",859000,Bangalore
2018,Hyundai,Grand,Grand i10 ASTA 1.2 KAPPA VTVT ,MANUAL,91312,PETROL,"10,127",518000,Bangalore
2013,Ford,Ecosport,Ecosport TITANIUM 1.5L DIESEL ,MANUAL,74790,DIESEL,"19,231",579000,Bangalore
2019,Mahindra,XUV300,XUV300 W8 (O) 1.5 DIESEL ,MANUAL,35712,DIESEL,"20,157",1059000,Bangalore
2016,Hyundai,Grand,Grand i10 SPORTZ 1.2 KAPPA VTVT ,MANUAL,63572,PETROL,"8,768",449000,Bangalore
2020,Maruti,S,S PRESSO VXI+ ,MANUAL,36650,PETROL,"8,465",433000,Bangalore
2013,Nissan,Terrano,Terrano XL (P) ,MANUAL,101262,PETROL,"12,114",459999,Bangalore
2021,Renault,Kwid,Kwid RXT 1.0 AMT (O) ,AUTOMATIC,31053,PETROL,"9,775",500000,Bangalore
2016,Maruti,Swift,Swift VXI ,MANUAL,69995,PETROL,"11,144",570000,Bangalore
2012,Maruti,Swift,Swift VDI ,MANUAL,96264,DIESEL,"19,488",413999,Bangalore
2017,Tata,Tiago,Tiago XT PETROL ,MANUAL,67872,PETROL,"7,859",401999,Bangalore
2017,Renault,Kwid,Kwid RXL 1.0 ,MANUAL,30823,PETROL,"6,979",357000,Bangalore
2022,Tata,NEXON,NEXON XZA PLUS PETROL ,AUTOMATIC,31940,PETROL,"20,157",1059000,Bangalore
2022,Renault,Kwid,Kwid CLIMBER MT 1.0 ,MANUAL,16120,PETROL,"10,801",553000,Bangalore
2022,KIA,CARENS,CARENS LUXURY PLUS 1.4 PETROL 7 STR ,MANUAL,20581,PETROL,"31,756",1668000,Bangalore
2022,KIA,CARENS,CARENS LUXURY PLUS 1.4 PETROL 6 STR ,MANUAL,20460,PETROL,"30,055",1579000,Bangalore
2017,Maruti,Baleno,Baleno ALPHA PETROL 1.2 ,MANUAL,81548,PETROL,"12,375",633000,Bangalore
2012,Maruti,Ertiga,Ertiga VDI ,MANUAL,113536,DIESEL,"30,833",655000,Bangalore
2017,Renault,Kwid,Kwid RXL 1.0 AMT ,AUTOMATIC,32890,PETROL,"6,874",352000,Bangalore
2017,Datsun,Redi,Redi Go T(O) 1.0 ,MANUAL,32547,PETROL,"5,083",260000,Bangalore
2020,Hyundai,NEW,NEW I20 Asta 1.0 GDI Turbo IMT ,MANUAL,22995,PETROL,"17,378",913000,Bangalore
2019,Renault,Kwid,Kwid RXT 1.0 (O) ,MANUAL,45725,PETROL,"8,465",433000,Bangalore
2019,Hyundai,Creta,Creta SX AT 1.6 PETROL ,AUTOMATIC,51652,PETROL,"23,050",1211000,Bangalore
2019,Honda,City,City 1.5L I-VTEC ZX CVT ,AUTOMATIC,30264,PETROL,"22,232",1168000,Bangalore
2014,Maruti,Ritz,Ritz VXI ,MANUAL,73631,PETROL,"8,371",376000,Bangalore
2019,Maruti,Dzire,Dzire VXI ,MANUAL,58029,PETROL,"13,568",694000,Bangalore
2016,Tata,Tiago,Tiago XZ PETROL ,MANUAL,53919,PETROL,"7,390",378000,Bangalore
2019,Hyundai,NEW,NEW SANTRO SPORTZ MT ,MANUAL,43454,PETROL,"9,286",475000,Bangalore
2013,Skoda,Rapid,Rapid ELEGANCE 1.6 MPI MT ,MANUAL,67426,PETROL,"12,930",491000,Bangalore
2016,Ford,Ecosport,Ecosport TITANIUM+ 1.5L DIESEL ,MANUAL,98741,DIESEL,"12,258",627000,Bangalore
2013,Maruti,Swift,Swift ZXI ,MANUAL,30359,PETROL,"12,509",475000,Bangalore
2018,Maruti,Dzire,Dzire VXI ,MANUAL,19437,PETROL,"13,939",713000,Bangalore
2015,Hyundai,Elite,Elite i20 ASTA 1.2 ,MANUAL,69680,PETROL,"10,792",552000,Bangalore
2020,Tata,TIGOR,TIGOR XZA PLUS PETROL ,AUTOMATIC,33984,PETROL,"13,744",703000,Bangalore
2018,Hyundai,Verna,Verna 1.4 EX PETROL ,MANUAL,70838,PETROL,"13,802",706000,Bangalore
2022,Tata,NEXON,NEXON XZ PLUS (PREMIUM) PETROL JET ,MANUAL,30058,PETROL,"22,727",1194000,Bangalore
2019,Mahindra,XUV300,XUV300 W8(O) 1.2 PETROL DUAL TONE ,MANUAL,41165,PETROL,"18,710",983000,Bangalore
2020,Maruti,Ciaz,Ciaz ALPHA AT 1.5 SHVS PETROL ,AUTOMATIC,44980,PETROL,"16,693",877000,Bangalore
2016,Maruti,Alto,Alto K10 VXI (O) ,MANUAL,19613,PETROL,"7,273",372000,Bangalore
2020,Maruti,New,New Wagon-R VXI (O) 1.2 ,MANUAL,15178,PETROL,"11,593",593000,Bangalore
2020,Maruti,Ciaz,Ciaz ALPHA AT 1.5 SHVS PETROL ,AUTOMATIC,12867,PETROL,"18,648",980000,Bangalore
2011,Maruti,Swift,Swift VXI ,MANUAL,104553,PETROL,"16,852",358000,Bangalore
2023,KIA,SONET,SONET HTK PLUS 1.2 PETROL MT ,MANUAL,21630,PETROL,"16,940",890000,Bangalore
2014,Maruti,OMNI,OMNI E STD ,MANUAL,64243,PETROL,"6,206",279000,Bangalore
2018,Maruti,Celerio,Celerio ZXI AMT (O) ,AUTOMATIC,95626,PETROL,"8,133",416000,Bangalore
2021,Tata,ALTROZ,ALTROZ XE PETROL ,MANUAL,20428,PETROL,"12,238",626000,Bangalore
2017,Hyundai,Elite,Elite i20 ERA 1.2 ,MANUAL,10914,PETROL,"11,124",569000,Bangalore
2016,Datsun,Redi,Redi Go SPORT ,MANUAL,79233,PETROL,"4,682",240000,Bangalore
2023,Tata,PUNCH,PUNCH CREATIVE IRA AMT 1.2 RTN DUAL TONE ,AUTOMATIC,1848,PETROL,"18,520",973000,Bangalore
2016,Maruti,Ciaz,Ciaz ZXI AT ,AUTOMATIC,87285,PETROL,"11,984",613000,Bangalore
2016,Tata,Tiago,Tiago XZ PETROL ,MANUAL,70208,PETROL,"7,390",378000,Bangalore
2021,Tata,ALTROZ,ALTROZ XE PETROL ,MANUAL,31073,PETROL,"12,336",631000,Bangalore
2020,Renault,TRIBER,TRIBER RXZ AMT ,AUTOMATIC,19907,PETROL,"13,783",705000,Bangalore
2019,Maruti,Swift,Swift ZXI AMT ,AUTOMATIC,21955,PETROL,"13,529",692000,Bangalore
2021,Datsun,Redi,Redi Go T(O) 1.0 ,MANUAL,15513,PETROL,"7,761",397000,Bangalore
2014,Maruti,Celerio,Celerio VXI AMT ,AUTOMATIC,44064,PETROL,"8,075",363000,Bangalore
2022,Hyundai,GRAND,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG ,MANUAL,16247,CNG,"15,366",786000,Bangalore
2019,KIA,SELTOS,SELTOS HTX 1.5 PETROL ,MANUAL,51695,PETROL,"22,194",1166000,Bangalore
2016,Tata,Tiago,Tiago XZ PETROL ,MANUAL,39182,PETROL,"7,552",386000,Bangalore
2021,Tata,Harrier,Harrier XM 2.0L KRYOTEC ,MANUAL,46225,DIESEL,"26,172",1375000,Bangalore
2020,Honda,Jazz,Jazz 1.2L I-VTEC ZX ,MANUAL,62299,PETROL,"15,284",802999,Bangalore
2013,Hyundai,Verna,Verna FLUIDIC 1.6 CRDI SX ,MANUAL,46332,DIESEL,"17,803",536000,Bangalore
2016,Maruti,S,S Cross ZETA 1.3 ,MANUAL,78922,DIESEL,"14,389",736000,Bangalore
2014,Nissan,Micra,Micra Active XV ,MANUAL,51391,PETROL,"7,207",324000,Bangalore
2012,Honda,Jazz,Jazz 1.2L I-VTEC X ,MANUAL,32864,PETROL,"12,688",382000,Bangalore
2017,Maruti,Celerio,Celerio ZXI AMT (O) ,AUTOMATIC,30660,PETROL,"9,169",469000,Bangalore
2015,Volkswagen,Polo,Polo GT TSI AT ,AUTOMATIC,105518,PETROL,"13,925",626000,Bangalore
2015,Hyundai,Elite,Elite i20 ASTA 1.2 ,MANUAL,88718,PETROL,"9,638",493000,Bangalore
2018,Nissan,Micra,Micra XV CVT ,AUTOMATIC,24353,PETROL,"9,091",465000,Bangalore
2022,Hyundai,GRAND,GRAND I10 NIOS SPORTZ 1.0 TURBO GDI ,MANUAL,17693,PETROL,"13,646",698000,Bangalore
2013,Honda,Brio,Brio S MT ,MANUAL,31104,PETROL,"8,611",327000,Bangalore
2023,Tata,Tiago,Tiago XT PETROL ,MANUAL,5618,PETROL,"13,177",674000,Bangalore
2018,Honda,Amaze,Amaze 1.2L I-VTEC S ,MANUAL,54566,PETROL,"10,753",550000,Bangalore
2016,Tata,Tiago,Tiago XZ PETROL ,MANUAL,86716,PETROL,"7,738",396000,Bangalore
2019,Hyundai,NEW,NEW SANTRO SPORTZ MT ,MANUAL,33811,PETROL,"10,420",533000,Bangalore
2013,Honda,Brio,Brio S MT ,MANUAL,27050,PETROL,"9,085",345000,Bangalore
2018,Tata,Tiago,Tiago XZ PETROL ,MANUAL,72597,PETROL,"8,856",453000,Bangalore
2019,Hyundai,VENUE,VENUE SX 1.0 TURBO ,MANUAL,69173,PETROL,"15,562",796000,Bangalore
2022,Hyundai,Creta,Creta SX (O) AT 1.5 DIESEL ,AUTOMATIC,27509,DIESEL,"35,137",1846000,Bangalore
2019,Honda,Amaze,Amaze 1.2L I-VTEC V ,MANUAL,22419,PETROL,"12,512",640000,Bangalore
2022,Maruti,Ertiga,Ertiga ZXI AT SHVS ,AUTOMATIC,29126,PETROL,"24,364",1280000,Bangalore
2014,Toyota,Fortuner,Fortuner 3.0 4X2 AT ,AUTOMATIC,108796,DIESEL,"41,585",1609000,Bangalore
2014,Renault,Duster,Duster 85 PS RXL DIESEL ,MANUAL,80922,DIESEL,"16,143",613000,Bangalore
2016,Volkswagen,Polo,Polo GT TSI AT ,AUTOMATIC,67884,PETROL,"13,939",713000,Bangalore
2016,Maruti,Celerio,Celerio VXI (O) ,MANUAL,36837,PETROL,"8,055",412000,Bangalore
2015,Tata,Zest,Zest XMS PETROL ,MANUAL,75916,PETROL,"7,273",372000,Bangalore
2021,Maruti,New,New Wagon-R LXI 1.0 ,MANUAL,42481,PETROL,"10,557",540000,Bangalore
2021,Toyota,URBAN,URBAN CRUISER PREMIUM GRADE MT DUAL TONE ,MANUAL,14232,PETROL,"18,425",968000,Bangalore
2017,Renault,Kwid,Kwid RXL 1.0 ,MANUAL,62303,PETROL,"6,080",311000,Bangalore
2019,Toyota,YARIS,YARIS G MT ,MANUAL,42324,PETROL,"16,560",869999,Bangalore
2018,Tata,TIGOR,TIGOR XZA PETROL ,AUTOMATIC,70793,PETROL,"10,166",520000,Bangalore
2013,Hyundai,i10,i10 SPORTZ 1.2 ,MANUAL,34376,PETROL,"8,190",311000,Bangalore
2021,Mahindra,XUV300,XUV300 W6 1.2 PETROL AMT ,AUTOMATIC,7931,PETROL,"20,252",1064000,Bangalore
2016,Volkswagen,Polo,Polo GT TSI AT ,AUTOMATIC,87457,PETROL,"13,646",698000,Bangalore
2018,Renault,Kwid,Kwid RXL ,MANUAL,45146,PETROL,"5,767",295000,Bangalore
2017,Toyota,Innova,Innova Crysta TOURING SPORT DIESEL MT ,MANUAL,40409,DIESEL,"33,576",1764000,Bangalore
2016,Renault,Kwid,Kwid RXT 0.8 (O) ,MANUAL,37599,PETROL,"5,806",297000,Bangalore
2014,Hyundai,Grand,Grand i10 MAGNA 1.2 KAPPA VTVT ,MANUAL,39887,PETROL,"8,097",364000,Bangalore
2010,Volkswagen,Vento,Vento TRENDLINE 1.6 ,MANUAL,71366,PETROL,"27,188",306000,Bangalore
2016,Honda,Amaze,Amaze 1.5L I-DTEC VX ,MANUAL,91591,DIESEL,"8,495",434000,Bangalore
2011,Hyundai,i20,i20 MAGNA 1.2 ,MANUAL,89386,PETROL,"12,145",258000,Bangalore
2022,Tata,PUNCH,PUNCH CREATIVE IRA AMT 1.2 RTN DUAL TONE ,AUTOMATIC,26123,PETROL,"16,293",856000,Bangalore
2023,Hyundai,GRAND,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT ,MANUAL,11028,PETROL,"14,735",754000,Bangalore
2016,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,56956,PETROL,"11,867",607000,Bangalore
2016,Maruti,Celerio,Celerio VXI AMT ,AUTOMATIC,35244,PETROL,"8,543",437000,Bangalore
2016,Mahindra,Bolero,Bolero ZLX BS IV ,MANUAL,139583,DIESEL,"12,312",554000,Bangalore
2018,Maruti,Swift,Swift VXI AMT ,AUTOMATIC,39109,PETROL,"11,851",606000,Bangalore
2015,Honda,City,City 1.5L I-VTEC SV CVT ,AUTOMATIC,37511,PETROL,"11,656",596000,Bangalore
2019,Honda,Jazz,Jazz 1.2L I-VTEC V ,MANUAL,20269,PETROL,"12,117",620000,Bangalore
2022,Hyundai,GRAND,GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT ,MANUAL,40038,PETROL,"11,652",596000,Bangalore
2023,Volkswagen,VIRTUS,VIRTUS TOPLINE TSI 1.0 AT ,AUTOMATIC,13967,PETROL,"31,780",1670000,Bangalore
2019,Honda,Civic,Civic 1.8L I-VTEC ZX CVT ,AUTOMATIC,20315,PETROL,"36,507",1918000,Bangalore
2019,Hyundai,New,New Elantra 2.0 SX(O) AT PETROL ,AUTOMATIC,14129,PETROL,"29,198",1534000,Bangalore
2017,Honda,WR-V,WR-V 1.2L I-VTEC VX MT ,MANUAL,46533,PETROL,"13,685",700000,Bangalore
2019,Hyundai,Elite,Elite i20 ASTA 1.2 (O) ,MANUAL,51307,PETROL,"12,356",632000,Bangalore
2015,Hyundai,Grand,Grand i10 MAGNA 1.2 KAPPA VTVT ,MANUAL,32237,PETROL,"8,094",413999,Bangalore
2010,Maruti,A,A Star LXI ,MANUAL,103867,PETROL,"18,036",202999,Bangalore
2019,MG,HECTOR,HECTOR SHARP 2.0 DIESEL ,MANUAL,49559,DIESEL,"27,542",1447000,Bangalore
2020,Tata,Tiago,Tiago XZA PLUS DUAL TONE PETROL ,AUTOMATIC,26526,PETROL,"12,278",628000,Bangalore
2018,Mahindra,KUV,KUV 100 NXT K6+ P 6 STR ,MANUAL,5291,PETROL,"10,479",536000,Bangalore
2016,Volkswagen,Vento,Vento HIGHLINE 1.6 MPI ,MANUAL,115178,PETROL,"10,944",492000,Bangalore
2018,Hyundai,Elite,Elite i20 ASTA 1.2 (O) ,MANUAL,50068,PETROL,"13,529",692000,Bangalore
2016,Maruti,Swift,Swift Dzire ZXI ,MANUAL,86301,PETROL,"11,026",564000,Bangalore
2017,Tata,Tiago,Tiago XT PETROL ,MANUAL,45575,PETROL,"8,798",450000,Bangalore
2017,Maruti,Vitara,Vitara Brezza VDI (O) ,MANUAL,109407,DIESEL,"16,027",721000,Bangalore
2019,Maruti,New,New Wagon-R VXI (O) 1.2 AMT ,AUTOMATIC,16796,PETROL,"10,968",561000,Bangalore
2012,Hyundai,i20,i20 SPORTZ 1.2 ,MANUAL,64048,PETROL,"11,592",349000,Bangalore
2018,Datsun,Redi,Redi Go T(O) 1.0L LIMITED EDITION ,MANUAL,62637,PETROL,"5,122",262000,Bangalore
2014,Honda,City,City 1.5L I-VTEC SV ,MANUAL,120786,PETROL,"10,232",459999,Bangalore
2023,Tata,PUNCH,PUNCH CREATIVE iRA PACK MT ,MANUAL,14518,PETROL,"18,101",951000,Bangalore
2019,Honda,Civic,Civic 1.8L I-VTEC ZX CVT ,AUTOMATIC,32601,PETROL,"34,889",1832999,Bangalore
2023,Mahindra,BOLERO,BOLERO NEO N 8 ,MANUAL,17862,DIESEL,"20,214",1062000,Bangalore
2016,Hyundai,Creta,Creta E PLUS 1.6 PETROL ,MANUAL,54309,PETROL,"15,608",819999,Bangalore
2017,Maruti,IGNIS,IGNIS DELTA 1.2 ,MANUAL,56427,PETROL,"9,101",466000,Bangalore
2019,Renault,Duster,Duster RXS CVT ,AUTOMATIC,67575,PETROL,"13,822",707000,Bangalore
2012,Hyundai,Verna,Verna FLUIDIC 1.6 VTVT SX ,MANUAL,88309,PETROL,"14,481",436000,Bangalore
2020,Hyundai,AURA,AURA SX 1.2 ,MANUAL,21521,PETROL,"12,805",655000,Bangalore
2018,Hyundai,Grand,Grand i10 SPORTZ 1.2 KAPPA VTVT ,MANUAL,43237,PETROL,"9,619",492000,Bangalore
2016,Hyundai,i10,i10 SPORTZ 1.1 ,MANUAL,16798,PETROL,"8,133",416000,Bangalore
2015,Hyundai,i10,i10 MAGNA 1.1 ,MANUAL,65097,PETROL,"6,667",341000,Bangalore
2014,Hyundai,Santro,Santro Xing GL PLUS ,MANUAL,69029,PETROL,"5,606",252000,Bangalore
2014,Honda,Brio,Brio VX AT ,AUTOMATIC,93107,PETROL,"8,698",391000,Bangalore
2017,Maruti,IGNIS,IGNIS ZETA 1.2 AMT ,AUTOMATIC,95525,PETROL,"9,091",465000,Bangalore
2015,Honda,City,City 1.5L I-VTEC VX ,MANUAL,52322,PETROL,"11,808",604000,Bangalore
